,account,date,text,compound,positive,neutral,negative
270,CNN,Sun Jan 14 18:30:06 +0000 2018,He's from El Salvador. They're American. President Trump could separate them. https://t.co/OvJP8k1bHU https://t.co/rRQ6ri7xdS,0.0,0.0,1.0,0.0
271,CNN,Sun Jan 14 18:15:08 +0000 2018,"Don't be fooled. Wall Street, not Main Street, is the big tax winner. https://t.co/zk9AqIAUDQ https://t.co/S3ukij0Cpr",0.717,0.315,0.685,0.0
272,CNN,Sun Jan 14 18:00:18 +0000 2018,"Bobby Zarin, the husband of former ""The Real Housewives of New York City"" cast member, dies at 71… https://t.co/AwSDzy82zA",0.0,0.0,1.0,0.0
273,CNN,Sun Jan 14 17:46:46 +0000 2018,"Democratic Rep. Tulsi Gabbard says the false ballistic missile warning in Hawaii was ""unacceptable""… https://t.co/kHHpFrh498",-0.34,0.0,0.854,0.146
274,CNN,Sun Jan 14 17:30:09 +0000 2018,"President Trump tweets that ""DACA is probably dead"" https://t.co/S3ltZk6F8Z https://t.co/vPh2oQy8gL",-0.6486,0.0,0.677,0.323
275,CNN,Sun Jan 14 17:15:05 +0000 2018,The White House has attacked the Wall Street Journal over an interview with President Trump https://t.co/i29jaWA1IA https://t.co/YJozfX2soe,-0.4588,0.0,0.842,0.158
276,CNN,Sun Jan 14 17:00:12 +0000 2018,"Republican Sen. David Perdue says President Trump didn't use the phrase ""shithole countries"" during a meeting with… https://t.co/OEefLfAHVy",0.0,0.0,1.0,0.0
277,CNN,Sun Jan 14 16:46:53 +0000 2018,"""[President Trump has] to understand this is a grown-up job, and he's got to start acting like it."" Former Virginia… https://t.co/exca8uuMDt",0.3612,0.116,0.884,0.0
278,CNN,Sun Jan 14 16:30:05 +0000 2018,"Democratic Rep. John Lewis calls President Trump ""racist"" and says he won't vote on government funding without DACA… https://t.co/mLplHlthib",0.0,0.0,1.0,0.0
279,CNN,Sun Jan 14 16:15:06 +0000 2018,"It's important for news audiences to hear certain words in association with President Trump, writes Jeff Yang for… https://t.co/mpxMdRieqd",0.4404,0.187,0.813,0.0
280,CNN,Sun Jan 14 16:02:41 +0000 2018,"""I can't defend the indefensible."" Republican Rep. Mia Love, the first Haitian-American elected to Congress, says P… https://t.co/yPnwiMz2Ib",0.4588,0.188,0.714,0.098
281,CNN,Sun Jan 14 15:48:19 +0000 2018,".@FareedZakaria on Trump: ""We appear to have returned to the 1920s. An era of unrestrained capitalism, giddy market… https://t.co/WzxflpapIp",-0.1531,0.0,0.918,0.082
282,CNN,Sun Jan 14 14:54:58 +0000 2018,".@jaketapper: Are you going to challenge Trump in 2020?

@TerryMcAuliffe: “I’m doing a big project on redistricting… https://t.co/B2ON5LxZRJ",0.0772,0.075,0.925,0.0
283,CNN,Sun Jan 14 14:46:59 +0000 2018,".@jaketapper: “Do you think President Trump is a racist?”

Former Virginia Gov. @TerryMcAuliffe: “I certainly think… https://t.co/yIqzFvlA0k",0.34,0.138,0.862,0.0
284,CNN,Sun Jan 14 14:46:44 +0000 2018,"Former Virginia Gov. Terry McAuliffe on President Trump’s immigration comments: “Disgraceful, disgusting. He just c… https://t.co/RGOEtY7wRR",-0.5267,0.0,0.815,0.185
285,CNN,Sun Jan 14 14:46:06 +0000 2018,".@jaketapper: “Were the comments racist, do you think?”

@RepMiaLove: “Well, I think they were, yes. I think they w… https://t.co/VQfIAJKYoR",-0.3182,0.119,0.705,0.176
286,CNN,Sun Jan 14 14:37:37 +0000 2018,"Haitian-American GOP Rep. Mia Love on President Trump’s immigration comments: ""At this point we can't look to Washi… https://t.co/jNo7JeVHSm",0.4588,0.179,0.726,0.094
287,CNN,Sun Jan 14 14:34:34 +0000 2018,GOP Rep. Mia Love on President Trump: “I still think that he should apologize. I think that there are people that a… https://t.co/gycLJk6R57,0.5267,0.209,0.709,0.082
288,CNN,Sun Jan 14 14:11:05 +0000 2018,"Rep. Tulsi Gabbard: “The fact that these processes failed so epically that caused this trauma, caused this terror a… https://t.co/ecg2MDHKTe",-0.8735,0.0,0.631,0.369
289,CNN,Sun Jan 14 14:10:35 +0000 2018,Hawaii Rep. Tulsi Gabbard on the false missile warning: “This was unacceptable that this happened but it really hig… https://t.co/qrmIaloSqR,-0.4019,0.0,0.829,0.171
290,CNN,Sun Jan 14 14:00:28 +0000 2018,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/7yDrbsWzEW",0.2732,0.116,0.884,0.0
291,CNN,Sun Jan 14 13:01:50 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/17GVsjc7Q2",0.0,0.0,1.0,0.0
292,CNN,Sun Jan 14 12:02:26 +0000 2018,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Hca2Huxxif",-0.7269,0.0,0.783,0.217
293,CNN,Sun Jan 14 11:01:03 +0000 2018,'The Boondocks' predicted an Oprah 2020 win... 12 years ago https://t.co/EZJ4VF6s3A https://t.co/tgkKE9hWAj,0.0,0.0,1.0,0.0
294,CNN,Sun Jan 14 10:01:01 +0000 2018,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/j3xp6w0g9T,-0.1695,0.0,0.926,0.074
295,CNN,Sun Jan 14 08:03:10 +0000 2018,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/HGyOReTPo0,-0.4588,0.0,0.8,0.2
296,CNN,Sun Jan 14 07:01:26 +0000 2018,A Republican Kansas lawmaker stepped down from a leadership position after he said African-Americans were more susc… https://t.co/N7MCynXktT,0.0,0.0,1.0,0.0
297,CNN,Sun Jan 14 06:00:16 +0000 2018,"With a net worth of more than $105 billion, Jeff Bezos is now the richest person in history https://t.co/LvbIp13wU5 https://t.co/7JnaQdO7Fv",0.6486,0.238,0.762,0.0
298,CNN,Sun Jan 14 05:00:08 +0000 2018,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/y4rvw4Fsbf",-0.5106,0.0,0.852,0.148
299,CNN,Sun Jan 14 04:59:57 +0000 2018,"The Trump administration, citing a federal court order, resumes receiving renewal applications for individuals elig… https://t.co/gZsdF9mqHS",0.0,0.0,1.0,0.0
300,FoxNews,Mon Jan 15 05:24:03 +0000 2018,".@Nissan Chairman Carlos Ghosn: ""As a businessperson I just applaud this economy... You need to give this President… https://t.co/qhuMKmmqcP",0.4588,0.158,0.842,0.0
301,FoxNews,Mon Jan 15 04:59:02 +0000 2018,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/Ws3F2vRYdP",0.4973,0.152,0.848,0.0
302,FoxNews,Mon Jan 15 04:50:01 +0000 2018,".@CortesSteve: Instead of criticizing Trump on immigration issues, we should thank him for doing his job… https://t.co/IqxkPC9sln",0.0,0.125,0.75,0.125
303,FoxNews,Mon Jan 15 04:49:05 +0000 2018,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/vhprbO6t4z",-0.2924,0.0,0.834,0.166
304,FoxNews,Mon Jan 15 04:46:03 +0000 2018,Poll: Do you think race relations in the U.S. are getting worse or staying the same? https://t.co/6aTtYMHtKF,-0.4767,0.0,0.838,0.162
305,FoxNews,Mon Jan 15 04:44:04 +0000 2018,First indictment in Uranium One probe. https://t.co/UTTuQiMz1T,0.0,0.0,1.0,0.0
306,FoxNews,Mon Jan 15 04:43:06 +0000 2018,".@AlvedaCKing: ""Uncle ML, Martin Luther King Jr., was considered to be an agitator, an outsider sometimes - and it… https://t.co/MAngCMLt55",-0.34,0.0,0.882,0.118
307,FoxNews,Mon Jan 15 04:40:02 +0000 2018,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/FiPWlBBiZs,-0.3818,0.0,0.822,0.178
308,FoxNews,Mon Jan 15 04:34:03 +0000 2018,".@DennisPrager: ""Folks on the left are trying to do on the Internet at @Google?-@YouTube... what the left is doing… https://t.co/QfM4WipHvc",0.0,0.0,1.0,0.0
309,FoxNews,Mon Jan 15 04:28:02 +0000 2018,"On @foxandfriends, @Varneyco praised the economic impact of President @realDonaldTrump. https://t.co/Tq0Mvlvgma https://t.co/JeGOy52MLk",0.4939,0.225,0.775,0.0
310,FoxNews,Mon Jan 15 04:22:05 +0000 2018,".@NigerInnisCORE: ""It could be a raining thunderstorm outside and @POTUS could give Lewis and 'Mad Max'… https://t.co/eIFGqWvjNa",-0.4939,0.0,0.824,0.176
311,FoxNews,Mon Jan 15 04:16:07 +0000 2018,Poll: Do you think race relations in the U.S. are good or bad? https://t.co/ydWt1XLpQr,-0.1531,0.158,0.652,0.19
312,FoxNews,Mon Jan 15 04:12:03 +0000 2018,"This morning, President @realDonaldTrump declared that ""DACA is probably dead."" https://t.co/rmJNZSMcH1 https://t.co/iMXz7UKLIg",0.0,0.0,1.0,0.0
313,FoxNews,Mon Jan 15 04:06:05 +0000 2018,".@DiamondandSilk: ""It sounds like @BarackObama is living on a planet in La La Land. He's the one who's running arou… https://t.co/cSbitN4GZo",0.3612,0.116,0.884,0.0
314,FoxNews,Mon Jan 15 04:00:04 +0000 2018,"On @FoxNewsSunday, California @AGBecerra stated that President @realDonaldTrump is a racist. https://t.co/uWy1ElA9il https://t.co/6BZiApqAL4",-0.6124,0.0,0.733,0.267
315,FoxNews,Mon Jan 15 03:55:06 +0000 2018,"Joe Arpaio on running for Senate in Arizona: ""I never had a hero, it took me 75 years to find a hero, and that's… https://t.co/3ikhbqRzNq",-0.7048,0.0,0.782,0.218
316,FoxNews,Mon Jan 15 03:47:00 +0000 2018,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",0.0,0.0,1.0,0.0
317,FoxNews,Mon Jan 15 03:41:00 +0000 2018,Georgia high school janitor accused of spying on girl's locker room https://t.co/noz0j8ezp2,-0.296,0.0,0.833,0.167
318,FoxNews,Mon Jan 15 03:36:00 +0000 2018,"Palestinian leader Abbas rips Trump, vows 'we will slap back' at president https://t.co/9jOdqPJCKb",0.1531,0.118,0.882,0.0
319,FoxNews,Mon Jan 15 03:31:00 +0000 2018,Thai junta boss eyes staying on with little stopping him https://t.co/wnTAXck6Qy,-0.079,0.0,0.884,0.116
320,FoxNews,Mon Jan 15 05:24:03 +0000 2018,".@Nissan Chairman Carlos Ghosn: ""As a businessperson I just applaud this economy... You need to give this President… https://t.co/qhuMKmmqcP",0.4588,0.158,0.842,0.0
321,FoxNews,Mon Jan 15 04:59:02 +0000 2018,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/Ws3F2vRYdP",0.4973,0.152,0.848,0.0
322,FoxNews,Mon Jan 15 04:50:01 +0000 2018,".@CortesSteve: Instead of criticizing Trump on immigration issues, we should thank him for doing his job… https://t.co/IqxkPC9sln",0.0,0.125,0.75,0.125
323,FoxNews,Mon Jan 15 04:49:05 +0000 2018,".@Varneyco: ""President Trump is not getting the credit that he deserves."" https://t.co/vhprbO6t4z",-0.2924,0.0,0.834,0.166
324,FoxNews,Mon Jan 15 04:46:03 +0000 2018,Poll: Do you think race relations in the U.S. are getting worse or staying the same? https://t.co/6aTtYMHtKF,-0.4767,0.0,0.838,0.162
325,FoxNews,Mon Jan 15 04:44:04 +0000 2018,First indictment in Uranium One probe. https://t.co/UTTuQiMz1T,0.0,0.0,1.0,0.0
326,FoxNews,Mon Jan 15 04:43:06 +0000 2018,".@AlvedaCKing: ""Uncle ML, Martin Luther King Jr., was considered to be an agitator, an outsider sometimes - and it… https://t.co/MAngCMLt55",-0.34,0.0,0.882,0.118
327,FoxNews,Mon Jan 15 04:40:02 +0000 2018,.@JustinTrudeau on Abortion: 'Restricting Women's Rights' Not In Line With Society https://t.co/IluBxuENNq https://t.co/FiPWlBBiZs,-0.3818,0.0,0.822,0.178
328,FoxNews,Mon Jan 15 04:34:03 +0000 2018,".@DennisPrager: ""Folks on the left are trying to do on the Internet at @Google?-@YouTube... what the left is doing… https://t.co/QfM4WipHvc",0.0,0.0,1.0,0.0
329,FoxNews,Mon Jan 15 04:28:02 +0000 2018,"On @foxandfriends, @Varneyco praised the economic impact of President @realDonaldTrump. https://t.co/Tq0Mvlvgma https://t.co/JeGOy52MLk",0.4939,0.225,0.775,0.0
330,FoxNews,Mon Jan 15 04:22:05 +0000 2018,".@NigerInnisCORE: ""It could be a raining thunderstorm outside and @POTUS could give Lewis and 'Mad Max'… https://t.co/eIFGqWvjNa",-0.4939,0.0,0.824,0.176
331,FoxNews,Mon Jan 15 04:16:07 +0000 2018,Poll: Do you think race relations in the U.S. are good or bad? https://t.co/ydWt1XLpQr,-0.1531,0.158,0.652,0.19
332,FoxNews,Mon Jan 15 04:12:03 +0000 2018,"This morning, President @realDonaldTrump declared that ""DACA is probably dead."" https://t.co/rmJNZSMcH1 https://t.co/iMXz7UKLIg",0.0,0.0,1.0,0.0
333,FoxNews,Mon Jan 15 04:06:05 +0000 2018,".@DiamondandSilk: ""It sounds like @BarackObama is living on a planet in La La Land. He's the one who's running arou… https://t.co/cSbitN4GZo",0.3612,0.116,0.884,0.0
334,FoxNews,Mon Jan 15 04:00:04 +0000 2018,"On @FoxNewsSunday, California @AGBecerra stated that President @realDonaldTrump is a racist. https://t.co/uWy1ElA9il https://t.co/6BZiApqAL4",-0.6124,0.0,0.733,0.267
335,FoxNews,Mon Jan 15 03:55:06 +0000 2018,"Joe Arpaio on running for Senate in Arizona: ""I never had a hero, it took me 75 years to find a hero, and that's… https://t.co/3ikhbqRzNq",-0.7048,0.0,0.782,0.218
336,FoxNews,Mon Jan 15 03:47:00 +0000 2018,"Drugged driver crashes car into second story of California building, officials say https://t.co/wUmpA3CPHT",0.0,0.0,1.0,0.0
337,FoxNews,Mon Jan 15 03:41:00 +0000 2018,Georgia high school janitor accused of spying on girl's locker room https://t.co/noz0j8ezp2,-0.296,0.0,0.833,0.167
338,FoxNews,Mon Jan 15 03:36:00 +0000 2018,"Palestinian leader Abbas rips Trump, vows 'we will slap back' at president https://t.co/9jOdqPJCKb",0.1531,0.118,0.882,0.0
339,FoxNews,Mon Jan 15 03:31:00 +0000 2018,Thai junta boss eyes staying on with little stopping him https://t.co/wnTAXck6Qy,-0.079,0.0,0.884,0.116
340,FoxNews,Mon Jan 15 03:25:06 +0000 2018,"Rescuers search homes off East Valley Road in Montecito, California after deadly mudslides pummeled parts of Southe… https://t.co/TFhJjYDoUc",0.0,0.0,1.0,0.0
341,FoxNews,Mon Jan 15 03:25:03 +0000 2018,Hawaii's false missile threat: Worker who pushed wrong button to be reassigned https://t.co/eHb9oquMzb,-0.7579,0.0,0.629,0.371
342,FoxNews,Mon Jan 15 03:15:00 +0000 2018,"GOP senator Perdue comes to Trump's defense after 's---hole' outcry, questions Durbin's credibility https://t.co/27zpSBRH9l",-0.4215,0.089,0.714,0.196
343,FoxNews,Mon Jan 15 03:08:23 +0000 2018,".@CortesSteve: Instead of criticizing @realDonaldTrump on immigration issues, we should thank him for doing his job https://t.co/0veqK9tX4p",0.0,0.125,0.75,0.125
344,FoxNews,Mon Jan 15 03:06:53 +0000 2018,"RT @FoxNewsResearch: ISIS-related cases in the U.S. ?
•42% of cases involved individuals born outside U.S.
•Most common countries of origin…",0.0,0.0,1.0,0.0
345,FoxNews,Mon Jan 15 03:05:02 +0000 2018,JANUARY 20th: @TeamCavuto is LIVE in Washington for 2 hours - Don't miss #Cavuto Live every Saturday from 10a to 12… https://t.co/BpGDGHakWQ,0.1139,0.071,0.929,0.0
346,FoxNews,Mon Jan 15 02:57:00 +0000 2018,Liam Neeson sees 'a bit of a witch hunt' in Hollywood's sexual misconduct scandals https://t.co/lEs1xT2eu8,-0.6908,0.0,0.678,0.322
347,FoxNews,Mon Jan 15 02:49:00 +0000 2018,Medieval Times introduces female lead for first time in 34-year history https://t.co/vAd5UOTRZu,0.0,0.0,1.0,0.0
348,FoxNews,Mon Jan 15 02:45:12 +0000 2018,Koreas discuss Northern art troupe's planned visit during Olympics https://t.co/6YDNdPJYKq,0.0,0.0,1.0,0.0
349,FoxNews,Mon Jan 15 02:32:22 +0000 2018,".@ConanOBrien jabs @realDonaldTrump, announces he's taking his show to Haiti https://t.co/JlPGH4gvzM",0.0,0.0,1.0,0.0
350,FoxNews,Mon Jan 15 02:22:59 +0000 2018,".@LucyFlores on DACA: ""You're not against Dreamers because you're not for spending unnecessary tax dollars... what… https://t.co/J7w7vLw0Uc",0.0,0.0,1.0,0.0
351,FoxNews,Mon Jan 15 02:19:36 +0000 2018,".@jasoninthehouse on DACA: ""I do think think we can actually solve these problems but the Democrats have gotta be t… https://t.co/WjiGLFq48e",-0.1154,0.063,0.854,0.083
352,FoxNews,Mon Jan 15 02:17:02 +0000 2018,.@realDonaldTrump denied claims that he's a racist following allegations of a vulgar comment that lawmakers said he… https://t.co/BXbV7lYAGA,-0.7845,0.0,0.67,0.33
353,FoxNews,Mon Jan 15 02:16:44 +0000 2018,".@jasoninthehouse: ""The fact that [@POTUS] is actually talking about [DACA] and the Democrats don't even wanna show… https://t.co/8WXJmMPLTQ",0.0,0.0,1.0,0.0
354,FoxNews,Mon Jan 15 02:09:22 +0000 2018,".@LisaMarieBoothe on DACA: ""Democrats and [@POTUS] are pretty far apart about what they want to accomplish.""… https://t.co/NI1ORHba65",0.5423,0.231,0.769,0.0
355,FoxNews,Mon Jan 15 02:07:00 +0000 2018,Minnesota Vikings shock New Orleans Saints with final-play TD https://t.co/bdbAPyi6d9,-0.3818,0.0,0.776,0.224
356,FoxNews,Mon Jan 15 02:05:34 +0000 2018,"Aziz Ansari responds to accusation of sexual harassment by NYC woman, 23 https://t.co/UO4X2TcGei",-0.6705,0.0,0.667,0.333
357,FoxNews,Mon Jan 15 01:35:32 +0000 2018,"Civil Rights Attorney Leo Terrell: ""Middle America loves @Oprah, and that's Donald #Trump's biggest fear.""… https://t.co/JPAwGvUyTh",0.5719,0.198,0.802,0.0
358,FoxNews,Mon Jan 15 01:34:01 +0000 2018,".@RedPillBlack: ""I don't think the Democratic Party cares so much what [@Oprah] knows, they think about what she re… https://t.co/Ljg0gXHGvc",0.6908,0.241,0.759,0.0
359,FoxNews,Mon Jan 15 01:29:05 +0000 2018,".@POTUS says Dems don't want to make DACA deal, adds he's 'not a racist' https://t.co/fazwUGaT6N",0.4585,0.196,0.73,0.074
360,FoxNews,Mon Jan 15 01:28:10 +0000 2018,Jim Carrey and other stars share updates from Hawaii following ballistic-missile false alarm https://t.co/KSNTUmFT0R,-0.0516,0.133,0.723,0.145
361,FoxNews,Mon Jan 15 01:27:33 +0000 2018,"Civil Rights Attorney Leo Terrell: ""@Oprah has likability. In the last 24 hours, Donald #Trump doesn't have that. T… https://t.co/bLskyWYGO7",0.0,0.0,1.0,0.0
362,FoxNews,Mon Jan 15 01:19:16 +0000 2018,"OPINION: Baby steps, America. The 'but so-and-so did it first!' defense is for toddlers, not national discourse (vi… https://t.co/p7SeibPV3G",0.2598,0.102,0.898,0.0
363,FoxNews,Mon Jan 15 01:15:05 +0000 2018,Canada's Trudeau: 'Removing Access to Abortion' Not In Line With Society https://t.co/IluBxuncVS,0.0,0.0,1.0,0.0
364,FoxNews,Mon Jan 15 01:12:35 +0000 2018,University to review appearance by @benshapiro https://t.co/yCReTZKZWn,0.0,0.0,1.0,0.0
365,FoxNews,Mon Jan 15 01:07:46 +0000 2018,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/VDfTaaDh50 https://t.co/LGawc1qnBI",0.6124,0.211,0.789,0.0
366,FoxNews,Mon Jan 15 01:03:43 +0000 2018,Casino boat catches fire off Florida with 50 passengers aboard https://t.co/cvTRuWVaoe,-0.3182,0.088,0.72,0.192
367,FoxNews,Mon Jan 15 00:51:50 +0000 2018,"Moments ago, President @realDonaldTrump answered reporter questions about DACA as a government shutdown looms.… https://t.co/fXSBPIvUjU",0.0,0.0,1.0,0.0
368,FoxNews,Mon Jan 15 00:35:00 +0000 2018,"Colorado nurse, 20, dies in bungee jumping accident https://t.co/IJQiEwGB96 #FoxNewsUS",-0.4767,0.0,0.744,0.256
369,FoxNews,Mon Jan 15 00:22:20 +0000 2018,"RT @EricShawnTV: ""We thank President Trump,""say #IranProtesters, who praise the American public for their support.  Here's my exclusive wit…",0.8519,0.407,0.593,0.0
370,FoxNews,Mon Jan 15 00:21:19 +0000 2018,".@POTUS: ""The folks from DACA should know the Democrats are the ones that aren't going to make a deal.""… https://t.co/HdDOBtYCWc",0.0,0.0,1.0,0.0
371,FoxNews,Mon Jan 15 00:19:40 +0000 2018,".@POTUS: ""We're ready, willing and able to make a deal on DACA."" https://t.co/DAb1fmVnvw",0.3612,0.185,0.815,0.0
372,FoxNews,Mon Jan 15 00:09:14 +0000 2018,"Defense Attorney Robert Schalk on possible #Trump interview with Mueller: ""[@POTUS] could be opening himself up...t… https://t.co/5FHthYxRfG",0.128,0.086,0.914,0.0
373,FoxNews,Mon Jan 15 00:08:28 +0000 2018,".@POTUS criticizes Democrats over DACA as government shutdown looms, Phil Keating reports. https://t.co/JejH8Wa6XM https://t.co/nyNRSCFSLt",-0.4588,0.0,0.75,0.25
374,FoxNews,Sun Jan 14 23:58:50 +0000 2018,Eliza Dushku: 'True Lies' stunt coordinator Joel Kramer molested me when I was 12 https://t.co/suuRJ89MXV,-0.4404,0.144,0.564,0.292
375,FoxNews,Sun Jan 14 23:56:22 +0000 2018,".@gen_jackkeane on talks between North Korea and South Korea: ""We need to have some skepticism about these negotiat… https://t.co/3xGbT3o8CW",-0.25,0.0,0.9,0.1
376,FoxNews,Sun Jan 14 23:53:24 +0000 2018,"RT @FoxNewsResearch: World’s Largest Active Armed Forces:
1. China: 2.3 million
2. India: 1.4 million
3. U.S.: 1.3 million
4. North Korea:…",0.4019,0.114,0.886,0.0
377,FoxNews,Sun Jan 14 23:50:40 +0000 2018,Liam Neeson believes gender wage gap is 'disgraceful' but will not take a pay cut https://t.co/oFDyM5O7vD,0.395,0.22,0.78,0.0
378,FoxNews,Sun Jan 14 23:50:40 +0000 2018,".@gen_jackkeane on Hawaii's false missile threat: ""They made a mistake here and they [have] a bad system. They [hav… https://t.co/nCTNAdtS6m",-0.8519,0.0,0.617,0.383
379,FoxNews,Sun Jan 14 23:46:37 +0000 2018,".@gen_jackkeane: ""We have the capacity to track any missile launch, any place in the world, through our satellites… https://t.co/j6IA3W2r5f",0.0,0.0,1.0,0.0
380,FoxNews,Sun Jan 14 23:43:34 +0000 2018,OPINION: Want to live longer? The US system of free-market investment in cures is the answer (via @FoxNewsOpinion) https://t.co/mbJUyAUvyw,0.0772,0.067,0.933,0.0
381,FoxNews,Sun Jan 14 23:36:50 +0000 2018,Casino boat catches fire off Florida with 50 passengers aboard; 1 reported missing https://t.co/yWlg0XX9j5,-0.5423,0.07,0.637,0.293
382,FoxNews,Sun Jan 14 23:35:20 +0000 2018,"Anti-government protesters in Iran thank President #Trump for his support, @EricShawnTV reports.… https://t.co/Fdk9huX1ZA",0.5106,0.304,0.585,0.111
383,FoxNews,Sun Jan 14 23:31:25 +0000 2018,Hawaii's false missile threat: Worker 'feels terrible' after pushing the wrong button https://t.co/HW0WY2Eyhm,-0.8625,0.0,0.51,0.49
384,FoxNews,Sun Jan 14 23:28:59 +0000 2018,".@akarl_smith: ""Immigration is really #Trump's signature issue, so any acceptance by him on a bipartisan deal...he… https://t.co/wBeWtP3dDm",0.507,0.179,0.821,0.0
385,FoxNews,Sun Jan 14 23:17:32 +0000 2018,Hawaii false alarm raises concerns over U.S. preparedness in case of a real threat https://t.co/qJu9Jmyz66 https://t.co/oZ634ELLij,-0.7003,0.0,0.691,0.309
386,FoxNews,Sun Jan 14 23:14:12 +0000 2018,".@VP laid a wreath at the Martin Luther King, Jr. National Memorial with Second Lady Karen Pence ahead of #MLK Day. https://t.co/OS7FHGrpVf",0.0,0.0,1.0,0.0
387,FoxNews,Sun Jan 14 23:11:39 +0000 2018,"Actress Ashley Judd commends Franco's 'culpability,' calls it 'terrific' https://t.co/7aiO6BgTKx",0.0,0.0,1.0,0.0
388,FoxNews,Sun Jan 14 22:52:01 +0000 2018,"'Deplorable' NYU prof sues university, colleagues for defamation https://t.co/zErxOgzLiI",0.0,0.0,1.0,0.0
389,FoxNews,Sun Jan 14 22:42:31 +0000 2018,"2 women arrested after Texas apartment meth lab explodes with child inside, police say https://t.co/m3ieBUo0h2",-0.4767,0.0,0.807,0.193
390,FoxNews,Sun Jan 14 22:34:54 +0000 2018,".@RajShah45: ""@POTUS wants to see real border security. He wants to see movement on chain migration and ending the… https://t.co/Po6mwXrx8q",0.34,0.112,0.888,0.0
391,FoxNews,Sun Jan 14 22:34:14 +0000 2018,RT @EricShawnTV: I anchor @FoxNews at 6pm ET and again tomorrow morning on @AmericaNewsroom. Today #Hawaii Rep. @TulsiGabbard said that @PO…,0.0,0.0,1.0,0.0
392,FoxNews,Sun Jan 14 22:32:33 +0000 2018,UK politician's model girlfriend suspended after reported 'vile' Meghan Markle remarks https://t.co/RRTWldTttq,-0.4767,0.0,0.78,0.22
393,FoxNews,Sun Jan 14 22:28:21 +0000 2018,Taylor Swift told to beware gun-seeking 'boyfriend' by police officers https://t.co/2XEgKsRb3X,0.2023,0.153,0.847,0.0
394,FoxNews,Sun Jan 14 22:28:15 +0000 2018,Dow milestones since election. https://t.co/xei3jV9rQD,0.0,0.0,1.0,0.0
395,FoxNews,Sun Jan 14 22:24:40 +0000 2018,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's economic record in comparison to his predecessor'… https://t.co/MIaIBTGk68",0.4939,0.198,0.802,0.0
396,FoxNews,Sun Jan 14 22:23:38 +0000 2018,".@GaryKaltbaum: ""This whole tax thing has been not just a home run, but a grand slam."" https://t.co/qDi6Jad4Zt",0.6124,0.222,0.778,0.0
397,FoxNews,Sun Jan 14 22:21:04 +0000 2018,".@DiamondandSilk: ""@realDonaldTrump is not a racist. He's a realist. And the only color he sees is green and he wan… https://t.co/TiHQBgVQ6G",0.4973,0.152,0.848,0.0
398,FoxNews,Sun Jan 14 22:15:40 +0000 2018,".@PeteHegseth: ""The Left loves to point at Americans who they don't like and say they're unacceptable. But when [… https://t.co/AMd9vq2mDx",-0.1053,0.143,0.659,0.198
399,FoxNews,Sun Jan 14 22:15:01 +0000 2018,.@dBongino: “I and many other people I’m communicating with on this collusion nonsense… really believe that this wa… https://t.co/orW0zrnlD4,0.0,0.0,1.0,0.0
400,nytimes,Mon Jan 15 05:18:32 +0000 2018,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,0.5719,0.252,0.748,0.0
401,nytimes,Mon Jan 15 05:17:01 +0000 2018,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,0.3818,0.178,0.822,0.0
402,nytimes,Mon Jan 15 05:00:26 +0000 2018,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,-0.34,0.0,0.769,0.231
403,nytimes,Mon Jan 15 04:42:52 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",0.0,0.0,1.0,0.0
404,nytimes,Mon Jan 15 04:25:18 +0000 2018,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,-0.1695,0.118,0.702,0.18
405,nytimes,Mon Jan 15 04:07:54 +0000 2018,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",0.6124,0.294,0.706,0.0
